Year,Day of Week,Month,Day,Time (ET),Game Type,Home Team,Away Team,Arena,City,State,Attendance,Date
2025,Tuesday,August,19,10:00 PM,Regular season,Golden State Valkyries,Phoenix Mercury,Chase Center,San Francisco,CA,18064,2025-08-19
2025,Wednesday,August,20,10:00 PM,Regular season,Los Angeles Sparks,Dallas Wings,Crypto.com Arena,Los Angeles,CA,13598,2025-08-20
2025,Thursday,August,21,7:00 PM,Regular season,Connecticut Sun,Washington Mystics,Mohegan Sun Arena,Uncasville,CT,7144,2025-08-21
2025,Thursday,August,21,7:00 PM,Regular season,New York Liberty,Chicago Sky,Barclays Center,Brooklyn,NY,15887,2025-08-21
2025,Thursday,August,21,3:00 AM,Regular season,Atlanta Dream,Minnesota Lynx,Gateway Center Arena @ College Park,Atlanta,GA,3265,2025-08-21
2025,Thursday,August,21,10:00 PM,Regular season,Las Vegas Aces,Phoenix Mercury,Michelob ULTRA Arena,Las Vegas,NV,10460,2025-08-21
2025,Friday,August,22,3:00 AM,Regular season,Indiana Fever,Minnesota Lynx,Gainbridge Fieldhouse,Indianapolis,IN,15121,2025-08-22
2025,Friday,August,22,3:00 AM,Regular season,Dallas Wings,Seattle Storm,College Park Center,Arlington,TX,6063,2025-08-22
2025,Friday,August,22,10:00 PM,Regular season,Phoenix Mercury,Golden State Valkyries,PHX Arena,Phoenix,AZ,10280,2025-08-22
2025,Saturday,August,23,2:00 PM,Regular season,Atlanta Dream,New York Liberty,Gateway Center Arena @ College Park,Atlanta,GA,3305,2025-08-23
2025,Saturday,August,23,3:00 PM,Regular season,Washington Mystics,Las Vegas Aces,CareFirst Arena,Washington,DC,4200,2025-08-23
2025,Saturday,August,23,4:00 PM,Regular season,Chicago Sky,Connecticut Sun,Wintrust Arena,Chicago,IL,8412,2025-08-23
2025,Sunday,August,24,3:00 PM,Regular season,Washington Mystics,Seattle Storm,CareFirst Arena,Washington,DC,4200,2025-08-24
2025,Sunday,August,24,4:00 PM,Regular season,Dallas Wings,Golden State Valkyries,College Park Center,Arlington,TX,6251,2025-08-24
2025,Sunday,August,24,7:00 PM,Regular season,Minnesota Lynx,Indiana Fever,Target Center,Minneapolis,MN,15124,2025-08-24
2025,Monday,August,25,7:00 PM,Regular season,New York Liberty,Connecticut Sun,Barclays Center,Brooklyn,NY,15011,2025-08-25
2025,Monday,August,25,8:00 PM,Regular season,Chicago Sky,Las Vegas Aces,Wintrust Arena,Chicago,IL,9103,2025-08-25
2025,Tuesday,August,26,7:00 PM,Regular season,Indiana Fever,Seattle Storm,Gainbridge Fieldhouse,Indianapolis,IN,16737,2025-08-26
2025,Tuesday,August,26,10:00 PM,Regular season,Los Angeles Sparks,Phoenix Mercury,Crypto.com Arena,Los Angeles,CA,10726,2025-08-26
2025,Wednesday,August,27,3:00 AM,Regular season,Atlanta Dream,Las Vegas Aces,Gateway Center Arena @ College Park,Atlanta,GA,3326,2025-08-27
2025,Wednesday,August,27,8:00 PM,Regular season,Dallas Wings,Connecticut Sun,College Park Center,Arlington,TX,5710,2025-08-27
2025,Thursday,August,28,7:00 PM,Regular season,New York Liberty,Washington Mystics,Barclays Center,Brooklyn,NY,15015,2025-08-28
2025,Thursday,August,28,8:00 PM,Regular season,Minnesota Lynx,Seattle Storm,Target Center,Minneapolis,MN,9810,2025-08-28
2025,Thursday,August,28,10:00 PM,Regular season,Phoenix Mercury,Chicago Sky,PHX Arena,Phoenix,AZ,10445,2025-08-28
2025,Friday,August,29,3:00 AM,Regular season,Atlanta Dream,Dallas Wings,Gateway Center Arena @ College Park,Atlanta,GA,3268,2025-08-29
2025,Friday,August,29,10:00 PM,Regular season,Los Angeles Sparks,Indiana Fever,Crypto.com Arena,Los Angeles,CA,15419,2025-08-29
2025,Saturday,August,30,7:00 PM,Regular season,Connecticut Sun,Minnesota Lynx,Mohegan Sun Arena,Uncasville,CT,8910,2025-08-30
2025,Saturday,August,30,4:00 AM,Regular season,Golden State Valkyries,Washington Mystics,Chase Center,San Francisco,CA,18064,2025-08-30
2025,Saturday,August,30,9:00 PM,Regular season,Seattle Storm,Chicago Sky,Climate Pledge Arena,Seattle,WA,12500,2025-08-30
2025,Saturday,August,30,10:00 PM,Regular season,Phoenix Mercury,New York Liberty,PHX Arena,Phoenix,AZ,13252,2025-08-30
2025,Sunday,August,31,8:00 PM,Regular season,Los Angeles Sparks,Washington Mystics,Crypto.com Arena,Los Angeles,CA,12218,2025-08-31
2025,Sunday,August,31,4:00 AM,Regular season,Golden State Valkyries,Indiana Fever,Chase Center,San Francisco,CA,18064,2025-08-31
2025,Monday,September,1,1:00 PM,Regular season,Connecticut Sun,Atlanta Dream,Mohegan Sun Arena,Uncasville,CT,8081,2025-09-01
2025,Monday,September,1,8:00 PM,Regular season,Minnesota Lynx,Dallas Wings,Target Center,Minneapolis,MN,10824,2025-09-01
2025,Monday,September,1,10:00 PM,Regular season,Seattle Storm,Los Angeles Sparks,Climate Pledge Arena,Seattle,WA,12500,2025-09-01
2025,Tuesday,September,2,10:00 PM,Regular season,Golden State Valkyries,New York Liberty,Chase Center,San Francisco,CA,18064,2025-09-02
2025,Tuesday,September,2,10:00 PM,Regular season,Phoenix Mercury,Indiana Fever,PHX Arena,Phoenix,AZ,13132,2025-09-02
2025,Wednesday,September,3,3:00 AM,Regular season,Atlanta Dream,Los Angeles Sparks,Gateway Center Arena @ College Park,Atlanta,GA,3265,2025-09-03
2025,Wednesday,September,3,8:00 PM,Regular season,Chicago Sky,Connecticut Sun,Wintrust Arena,Chicago,IL,7195,2025-09-03
2025,Thursday,September,4,3:00 AM,Regular season,Washington Mystics,Phoenix Mercury,CareFirst Arena,Washington,DC,4200,2025-09-04
2025,Thursday,September,4,10:00 PM,Regular season,Golden State Valkyries,Dallas Wings,Chase Center,San Francisco,CA,18064,2025-09-04
2025,Thursday,September,4,10:00 PM,Regular season,Las Vegas Aces,Minnesota Lynx,T-Mobile Arena,Las Vegas,NV,14656,2025-09-04
2025,Friday,September,5,3:00 AM,Regular season,Atlanta Dream,Los Angeles Sparks,Gateway Center Arena @ College Park,Atlanta,GA,3314,2025-09-05
2025,Friday,September,5,3:00 AM,Regular season,Indiana Fever,Chicago Sky,Gainbridge Fieldhouse,Indianapolis,IN,16012,2025-09-05
2025,Friday,September,5,10:00 PM,Regular season,Seattle Storm,New York Liberty,Climate Pledge Arena,Seattle,WA,12500,2025-09-05
2025,Saturday,September,6,1:00 PM,Regular season,Connecticut Sun,Phoenix Mercury,Mohegan Sun Arena,Uncasville,CT,8910,2025-09-06
2025,Saturday,September,6,4:00 AM,Regular season,Golden State Valkyries,Minnesota Lynx,Chase Center,San Francisco,CA,18064,2025-09-06
2025,Sunday,September,7,3:00 PM,Regular season,Washington Mystics,Indiana Fever,CFG Bank Arena,Baltimore,MD,11183,2025-09-07
2025,Sunday,September,7,6:00 PM,Regular season,Los Angeles Sparks,Dallas Wings,Crypto.com Arena,Los Angeles,CA,13868,2025-09-07
2025,Sunday,September,7,9:00 PM,Regular season,Las Vegas Aces,Chicago Sky,T-Mobile Arena,Las Vegas,NV,17306,2025-09-07
2025,Monday,September,8,3:00 AM,Regular season,Atlanta Dream,Connecticut Sun,Gateway Center Arena @ College Park,Atlanta,GA,3319,2025-09-08
2025,Tuesday,September,9,7:00 PM,Regular season,New York Liberty,Washington Mystics,Barclays Center,Brooklyn,NY,17532,2025-09-09
2025,Tuesday,September,9,3:00 AM,Regular season,Indiana Fever,Minnesota Lynx,Gainbridge Fieldhouse,Indianapolis,IN,15012,2025-09-09
2025,Tuesday,September,9,10:00 PM,Regular season,Las Vegas Aces,Chicago Sky,T-Mobile Arena,Las Vegas,NV,15640,2025-09-09
2025,Tuesday,September,9,10:00 PM,Regular season,Phoenix Mercury,Los Angeles Sparks,PHX Arena,Phoenix,AZ,13151,2025-09-09
2025,Tuesday,September,9,10:00 PM,Regular season,Seattle Storm,Golden State Valkyries,Climate Pledge Arena,Seattle,WA,12500,2025-09-09
2025,Wednesday,September,10,7:00 PM,Regular season,Connecticut Sun,Atlanta Dream,Mohegan Sun Arena,Uncasville,CT,7508,2025-09-10
2025,Thursday,September,11,8:00 PM,Regular season,Chicago Sky,New York Liberty,Wintrust Arena,Chicago,IL,8824,2025-09-11
2025,Thursday,September,11,8:00 PM,Regular season,Dallas Wings,Phoenix Mercury,College Park Center,Arlington,TX,6251,2025-09-11
2025,Thursday,September,11,8:00 PM,Regular season,Minnesota Lynx,Golden State Valkyries,Target Center,Minneapolis,MN,8824,2025-09-11
2025,Thursday,September,11,10:00 PM,Regular season,Los Angeles Sparks,Las Vegas Aces,Crypto.com Arena,Los Angeles,CA,13484,2025-09-11
2025,Saturday,July,19,4:00 AM,All star,Team Clark,Team Collier,Gainbridge Fieldhouse,Indianapolis,IN,16988,2025-07-19
2025,Sunday,September,14,1:00 PM,First Round,Minnesota Lynx,Golden State Valkyries,Target Center,Minneapolis,MN,8821,2025-09-14
2025,Sunday,September,14,10:00 PM,First Round,Las Vegas Aces,Seattle Storm,Michelob ULTRA Arena,Las Vegas,NV,10407,2025-09-14
2025,Sunday,September,14,3:00 PM,First Round,Atlanta Dream,Indiana Fever,Gateway Center Arena @ College Park,Atlanta,GA,3800,2025-09-14
2025,Sunday,September,14,5:00 PM,First Round,Phoenix Mercury,New York Liberty,PHX Arena,Phoenix,AZ,10095,2025-09-14
2025,Tuesday,September,16,5:00 AM,First Round,Seattle Storm,Las Vegas Aces,Climate Pledge Arena,Seattle,WA,12500,2025-09-16
2025,Tuesday,September,16,3:00 AM,First Round,Indiana Fever,Atlanta Dream,Gainbridge Fieldhouse,Indianapolis,IN,16682,2025-09-16
2025,Wednesday,September,17,10:00 PM,First Round,Golden State Valkyries,Minnesota Lynx,SAP Center,San Jose,CA,18543,2025-09-17
2025,Wednesday,September,17,8:00 PM,First Round,New York Liberty,Phoenix Mercury,Barclays Center,Brooklyn,NY,17017,2025-09-17
2025,Thursday,September,18,5:00 AM,First Round,Las Vegas Aces,Seattle Storm,Michelob ULTRA Arena,Las Vegas,NV,10409,2025-09-18
2025,Thursday,September,18,3:00 AM,First Round,Atlanta Dream,Indiana Fever,Gateway Center Arena @ College Park,Atlanta,GA,3800,2025-09-18
2025,Friday,September,19,9:00 PM,First Round,Phoenix Mercury,New York Liberty,PHX Arena,Phoenix,AZ,13104,2025-09-19
2025,Sunday,September,21,3:00 PM,Semifinals,Las Vegas Aces,Indiana Fever,Michelob ULTRA Arena,Las Vegas,NV,10409,2025-09-21
2025,Tuesday,September,23,5:00 AM,Semifinals,Las Vegas Aces,Indiana Fever,Michelob ULTRA Arena,Las Vegas,NV,10516,2025-09-23
2025,Friday,September,26,3:00 AM,Semifinals,Indiana Fever,Las Vegas Aces,Gainbridge Fieldhouse,Indianapolis,IN,16507,2025-09-26
2025,Sunday,September,21,5:00 PM,Semifinals,Minnesota Lynx,Phoenix Mercury,Target Center,Minneapolis,MN,10121,2025-09-21
2025,Tuesday,September,23,3:00 AM,Semifinals,Minnesota Lynx,Phoenix Mercury,Target Center,Minneapolis,MN,10824,2025-09-23
